 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.20.2,6,0,12,9,44,20,39,53,57,82,88,91,143,140,168,207,178,214,289,0,207,214,223,244,162,136,134,157,105,106,39,46,32,33,17,6,16,11,4,0,3732,1.18807,0.00650893
10.1.21.2,0,5,3,24,24,38,20,28,60,59,96,96,156,185,224,192,217,223,245,244,0,164,256,179,177,145,142,96,71,55,101,41,41,13,14,3,10,5,0,0,3652,1.1857,0.00633474
10.1.22.2,8,21,12,16,15,37,29,26,58,70,88,90,148,209,199,178,172,227,243,212,239,0,201,210,137,176,192,129,79,60,64,55,20,30,9,10,0,6,5,0,3680,1.19074,0.00625116
10.1.23.2,9,3,9,10,17,18,30,44,54,66,83,95,161,140,207,202,174,255,161,196,226,248,0,232,191,163,113,89,119,81,90,43,31,33,24,3,0,6,5,0,3631,1.1844,0.0063077
10.1.24.2,0,5,8,20,15,24,39,38,58,58,85,156,112,236,139,198,200,220,235,212,222,202,159,0,213,192,161,115,61,100,59,40,31,24,17,11,4,17,0,0,3686,1.18893,0.00650088
10.1.25.2,0,4,13,16,10,9,19,50,43,70,116,139,116,151,187,113,217,282,251,245,201,299,255,202,0,181,121,110,77,65,60,30,29,9,11,20,6,9,0,0,3736,1.18752,0.00638041
10.1.26.2,3,20,0,3,20,19,44,45,62,59,99,136,127,111,205,173,205,234,275,262,214,178,249,196,165,0,143,82,108,56,92,48,25,10,35,12,0,11,0,0,3726,1.18881,0.0064473
10.1.27.2,3,0,13,16,7,24,37,50,43,87,85,99,108,168,134,205,222,224,236,221,230,199,255,137,149,183,0,141,95,87,73,34,46,33,34,10,4,0,3,0,3695,1.18938,0.00629079
10.1.28.2,0,12,4,0,14,15,25,77,75,72,90,134,97,158,214,193,204,216,264,241,253,192,224,208,196,136,86,0,81,70,48,32,31,27,16,5,12,5,5,0,3732,1.18843,0.00600826
10.1.29.2,4,0,8,5,21,22,44,42,47,83,59,89,105,165,145,200,249,218,184,193,215,198,266,157,233,161,123,152,0,63,41,46,49,38,0,15,25,22,0,0,3687,1.18737,0.00648395
10.1.30.2,8,12,20,25,20,33,60,70,41,62,68,121,99,141,145,225,191,184,192,233,229,211,287,172,199,163,145,81,52,0,63,52,40,19,24,0,8,0,6,0,3701,1.19165,0.00634895
10.1.31.2,0,12,0,22,37,29,31,34,60,65,61,103,140,191,199,192,219,202,202,285,206,223,165,160,131,158,121,103,94,87,0,38,39,18,7,8,4,0,5,0,3651,1.18978,0.00610651
10.1.32.2,6,0,0,11,23,14,14,28,72,84,93,155,119,154,176,199,204,178,223,197,226,256,240,227,152,135,142,84,76,57,49,0,30,32,14,5,5,0,3,0,3683,1.18679,0.00651089
10.1.33.2,0,6,8,0,7,37,16,46,65,60,79,112,167,206,111,167,232,278,182,253,143,242,206,146,189,168,128,124,67,68,83,63,0,29,19,6,6,9,3,0,3731,1.19814,0.00646135
10.1.34.2,4,9,7,6,8,9,46,59,66,33,89,114,127,153,148,220,232,285,207,331,231,201,158,187,172,132,137,116,72,49,35,21,22,0,11,9,4,13,0,0,3723,1.19965,0.00626366
10.1.35.2,0,4,7,9,19,23,27,65,62,67,62,110,133,191,201,163,203,174,169,256,248,185,168,212,193,187,130,100,90,61,74,33,33,25,0,16,7,4,0,0,3711,1.19638,0.00650753
10.1.36.2,3,6,5,0,7,20,34,41,44,78,105,60,178,142,165,200,271,245,212,135,245,242,148,202,217,133,132,108,61,74,57,57,16,10,10,0,16,8,4,0,3691,1.19347,0.00632838
10.1.37.2,0,0,3,11,23,20,32,49,44,68,57,118,120,126,167,165,204,206,278,240,209,236,201,173,184,173,141,108,83,45,56,11,47,25,3,15,0,12,0,0,3653,1.19701,0.00658887
10.1.38.2,0,4,23,7,0,12,53,15,54,49,90,101,151,167,187,157,193,196,201,255,215,245,214,163,171,157,142,151,116,52,39,62,28,28,0,9,19,0,0,0,3726,1.19966,0.00663327
10.1.39.2,0,7,11,8,3,35,28,47,39,48,120,96,126,156,140,178,186,202,272,238,229,204,217,196,193,182,111,132,44,66,35,24,57,5,18,14,0,12,0,0,3679,1.19591,0.00653042
10.1.40.2,0,5,13,5,24,22,31,22,63,79,151,103,121,138,183,134,192,217,230,233,187,241,230,212,145,190,100,112,81,94,42,35,18,9,13,15,0,6,0,0,3696,1.19796,0.00639035
"Total de hormigas enviadas",147977
"Suma de las medias de los tiempos",47.4657
"Media de las medias de los tiempos",1.18664
"Varianza de las varianzas de los tiempos",1.97207e-08
