 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.26.2,5,5,16,6,27,14,49,59,58,66,113,111,132,150,125,172,182,240,250,262,243,201,207,183,147,0,132,104,39,120,58,37,35,7,26,12,6,12,0,0,3611,1.18691,0.00646609
10.1.27.2,9,0,10,9,25,14,19,46,38,52,103,122,142,173,119,226,201,175,271,274,207,244,216,227,212,140,0,127,84,53,61,24,13,20,19,20,0,11,6,0,3712,1.1891,0.006116
10.1.28.2,3,0,10,17,29,40,60,56,70,59,99,148,104,134,153,137,223,210,229,208,211,215,214,155,228,148,130,0,94,85,32,35,19,32,19,7,14,0,4,0,3631,1.18891,0.00623461
10.1.29.2,0,3,10,7,23,29,23,42,41,66,72,123,111,166,189,213,234,155,241,175,261,238,230,188,188,160,146,155,0,44,48,42,35,25,16,15,6,0,5,0,3725,1.18881,0.00629054
10.1.30.2,9,3,9,11,20,14,34,55,58,80,127,115,103,154,183,175,191,237,248,216,227,139,170,195,155,164,138,108,84,0,44,70,34,39,27,11,9,20,5,0,3681,1.18692,0.00643751
10.1.31.2,10,0,3,18,28,32,32,39,57,79,86,127,153,177,127,197,226,220,227,246,211,179,157,168,200,184,133,100,76,74,0,32,29,41,16,17,5,6,0,0,3712,1.18644,0.00625055
10.1.32.2,0,9,5,8,17,18,15,46,28,87,120,149,100,166,218,204,193,180,198,214,246,210,229,174,172,167,117,87,66,62,60,0,36,11,13,22,6,11,0,0,3664,1.18564,0.00632073
10.1.33.2,6,8,0,6,35,0,38,47,50,75,120,72,66,142,173,178,213,226,268,232,257,253,155,231,197,162,118,104,72,61,49,55,0,10,18,10,0,0,0,0,3707,1.19409,0.00627081
10.1.34.2,0,5,5,16,16,29,28,26,38,62,65,119,91,185,190,193,222,225,261,168,210,221,213,201,207,168,168,94,50,74,52,50,13,0,18,9,0,16,0,0,3708,1.19915,0.00643707
10.1.35.2,0,8,0,0,21,28,30,26,44,64,82,106,151,145,158,183,295,219,190,254,168,218,215,186,144,174,179,93,75,87,56,49,17,15,0,15,3,0,0,0,3698,1.19621,0.00643693
10.1.36.2,0,4,5,16,18,21,40,59,36,77,109,126,128,151,192,185,196,232,189,195,185,243,186,226,156,115,123,138,75,83,39,23,51,31,21,0,10,6,0,0,3690,1.19521,0.00653663
10.1.37.2,4,5,9,0,22,4,42,35,49,80,77,97,124,142,155,183,168,220,230,229,212,231,192,188,178,159,143,166,140,76,62,20,20,32,12,20,0,4,10,0,3740,1.19714,0.00636553
10.1.38.2,0,5,3,20,13,13,42,41,29,76,72,75,126,141,153,165,254,200,238,207,278,251,212,183,201,99,130,84,91,78,65,26,54,37,6,24,16,0,0,0,3708,1.19939,0.00629137
10.1.39.2,10,3,11,7,19,25,46,68,60,72,96,117,109,140,195,170,242,200,207,204,271,165,189,241,148,127,108,115,80,44,44,27,78,28,18,10,4,0,0,0,3698,1.19702,0.00640578
10.1.40.2,0,3,23,5,23,27,21,23,80,49,63,110,129,165,194,158,200,230,204,192,199,242,284,151,160,130,157,153,114,45,57,45,11,10,23,6,16,11,0,0,3713,1.19978,0.00615904
"Total de hormigas enviadas",147707
"Suma de las medias de los tiempos",47.4587
"Media de las medias de los tiempos",1.18647
"Varianza de las varianzas de los tiempos",1.59239e-08
